,Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Performance_Score,Remote_Work,Department,Region,Status_code,Remote_Work_code,Performance_Score_code,Department_Code,Tenure_Date
226,EMP1226,Grace,Jones,32.0,Active,2024-03-22,95283.03,Good,False,Finance,California,1,0,2,3,530
227,EMP1227,Alice,Miller,35.0,Inactive,2022-06-13,112264.06,Good,False,HR,Texas,0,0,2,4,1178
228,EMP1228,Grace,Smith,35.0,Pending,2022-10-15,75714.28,Good,True,Admin,Florida,2,1,2,0,1054
229,EMP1229,Eva,Jones,25.0,Active,2022-05-31,92171.73,Poor,False,DevOps,Florida,1,0,0,2,1191
230,EMP1230,Eva,Miller,35.0,Inactive,2023-09-15,70694.8,Average,True,Cloud Tech,Texas,0,1,1,1,719
231,EMP1231,Grace,Brown,30.0,Inactive,2022-07-04,52964.86,Good,True,DevOps,Florida,0,1,2,2,1157
232,EMP1232,Frank,Brown,35.0,Pending,2024-06-08,116353.31,Poor,True,Finance,California,2,1,0,3,452
233,EMP1233,Grace,Brown,35.0,Pending,2020-11-23,116695.26,Good,False,Sales,Nevada,2,0,2,5,1745
234,EMP1234,Heidi,Brown,25.0,Active,2024-05-13,95161.4,Excellent,False,Admin,Texas,1,0,3,0,478
235,EMP1235,Alice,Brown,29.0,Inactive,2022-01-29,76040.94,Good,True,Admin,Nevada,0,1,2,0,1313
236,EMP1236,Charlie,Miller,33.0,Inactive,2023-08-23,69508.28,Good,False,HR,Florida,0,0,2,4,742
237,EMP1237,Alice,Miller,30.0,Inactive,2023-02-24,58243.27,Average,False,Finance,Illinois,0,0,1,3,922
238,EMP1238,Heidi,Williams,30.0,Pending,2022-10-02,64012.48,Poor,True,Sales,California,2,1,0,5,1067
239,EMP1239,Bob,Garcia,40.0,Inactive,2020-06-28,106735.93,Average,True,Admin,Nevada,0,1,1,0,1893
240,EMP1240,Frank,Johnson,35.0,Pending,2023-01-15,70325.36,Average,False,DevOps,Texas,2,0,1,2,962
241,EMP1241,Charlie,Davis,30.0,Active,2020-09-05,118959.28,Average,True,HR,Illinois,1,1,1,4,1824
242,EMP1242,David,Brown,40.0,Pending,2023-03-18,75823.78,Average,False,Cloud Tech,California,2,0,1,1,900
243,EMP1243,Charlie,Smith,30.0,Inactive,2022-03-26,119971.65,Average,False,Cloud Tech,Texas,0,0,1,1,1257
244,EMP1244,Grace,Davis,40.0,Active,2021-10-11,94963.7,Good,False,Sales,Texas,1,0,2,5,1423
245,EMP1245,Frank,Miller,30.0,Pending,2021-01-07,103744.71,Average,False,Sales,Nevada,2,0,1,5,1700
246,EMP1246,Alice,Smith,25.0,Inactive,2020-12-03,61337.69,Average,True,Sales,New York,0,1,1,5,1735
247,EMP1247,David,Smith,35.0,Active,2021-05-28,63741.13,Poor,True,Sales,California,1,1,0,5,1559
248,EMP1248,Eva,Smith,30.0,Pending,2022-12-28,56539.99,Excellent,True,DevOps,California,2,1,3,2,980
249,EMP1249,Charlie,Williams,30.0,Pending,2023-05-24,73633.37,Good,True,DevOps,Illinois,2,1,2,2,833
250,EMP1250,Alice,Miller,25.0,Pending,2024-04-28,90373.99,Good,False,Cloud Tech,Texas,2,0,2,1,493
251,EMP1251,Grace,Smith,33.0,Inactive,2024-12-25,93901.48,Good,False,DevOps,Texas,0,0,2,2,252
252,EMP1252,Eva,Brown,40.0,Inactive,2021-09-01,81748.09,Average,True,Admin,Nevada,0,1,1,0,1463
253,EMP1253,Charlie,Jones,40.0,Inactive,2021-02-21,73813.48,Average,False,Finance,Florida,0,0,1,3,1655
254,EMP1254,Frank,Smith,35.0,Inactive,2022-11-20,89315.59,Average,False,Finance,New York,0,0,1,3,1018
255,EMP1255,Heidi,Williams,25.0,Active,2020-10-15,56776.82,Poor,False,HR,Florida,1,0,0,4,1784
256,EMP1256,Grace,Davis,35.0,Active,2024-07-24,72920.51,Excellent,True,Finance,New York,1,1,3,3,406
257,EMP1257,Frank,Miller,30.0,Pending,2022-08-14,84913.18,Average,True,Admin,Florida,2,1,1,0,1116
258,EMP1258,Alice,Garcia,25.0,Inactive,2021-05-08,65060.11,Excellent,True,Finance,Illinois,0,1,3,3,1579
259,EMP1259,Alice,Williams,35.0,Pending,2023-10-09,82941.08,Poor,False,Finance,Illinois,2,0,0,3,695
260,EMP1260,Bob,Smith,40.0,Pending,2022-01-19,103469.97,Good,True,Admin,California,2,1,2,0,1323
261,EMP1261,Grace,Miller,25.0,Active,2022-01-12,88725.6,Average,True,Sales,Illinois,1,1,1,5,1330
262,EMP1262,Heidi,Jones,31.0,Pending,2023-06-05,58316.77,Excellent,True,HR,Illinois,2,1,3,4,821
263,EMP1263,Grace,Smith,35.0,Inactive,2024-03-26,60098.72,Excellent,True,HR,Illinois,0,1,3,4,526
264,EMP1264,Grace,Williams,39.0,Active,2020-10-07,99951.43,Average,True,Cloud Tech,Texas,1,1,1,1,1792
265,EMP1265,Heidi,Johnson,30.0,Active,2021-11-02,115195.81,Good,True,Sales,Illinois,1,1,2,5,1401
266,EMP1266,Grace,Brown,29.0,Pending,2021-11-19,85512.05,Good,False,DevOps,California,2,0,2,2,1384
267,EMP1267,Heidi,Garcia,27.0,Active,2022-01-24,73186.77,Good,False,HR,Florida,1,0,2,4,1318
268,EMP1268,Grace,Davis,29.0,Pending,2023-07-12,51865.3,Poor,True,HR,Nevada,2,1,0,4,784
269,EMP1269,David,Williams,25.0,Active,2022-12-09,94031.77,Excellent,True,Sales,Florida,1,1,3,5,999
270,EMP1270,Grace,Miller,30.0,Active,2023-03-18,116374.36,Excellent,False,DevOps,New York,1,0,3,2,900
271,EMP1271,Alice,Garcia,40.0,Active,2022-04-25,98335.02,Excellent,False,HR,Florida,1,0,3,4,1227
272,EMP1272,Heidi,Garcia,25.0,Pending,2021-02-28,89262.07,Poor,True,DevOps,New York,2,1,0,2,1648
273,EMP1273,Heidi,Garcia,33.0,Active,2022-07-30,113848.69,Excellent,True,Finance,California,1,1,3,3,1131
274,EMP1274,Frank,Smith,35.0,Active,2021-05-19,69530.45,Poor,True,Sales,Florida,1,1,0,5,1568
275,EMP1275,Eva,Brown,35.0,Pending,2023-12-14,84230.22,Good,True,DevOps,New York,2,1,2,2,629
276,EMP1276,Eva,Smith,35.0,Pending,2023-01-17,76578.59,Average,False,Cloud Tech,Illinois,2,0,1,1,960
277,EMP1277,Frank,Miller,30.0,Inactive,2024-01-02,55532.06,Excellent,True,HR,Texas,0,1,3,4,610
278,EMP1278,Eva,Smith,40.0,Pending,2021-07-09,115311.68,Excellent,True,Admin,New York,2,1,3,0,1517
279,EMP1279,Charlie,Johnson,25.0,Pending,2021-05-05,66972.06,Good,True,Sales,Nevada,2,1,2,5,1582
280,EMP1280,David,Brown,30.0,Inactive,2021-11-07,100215.06,Average,True,Cloud Tech,Texas,0,1,1,1,1396
281,EMP1281,Charlie,Brown,25.0,Inactive,2023-08-30,115452.25,Poor,False,Sales,New York,0,0,0,5,735
282,EMP1282,Heidi,Miller,30.0,Inactive,2023-08-15,54141.38,Average,False,HR,California,0,0,1,4,750
283,EMP1283,David,Davis,38.0,Active,2020-12-24,79251.95,Good,False,DevOps,Nevada,1,0,2,2,1714
284,EMP1284,Alice,Johnson,40.0,Pending,2024-11-21,114822.78,Good,True,Finance,New York,2,1,2,3,286
285,EMP1285,Alice,Williams,35.0,Active,2021-11-17,69919.32,Average,True,Sales,Illinois,1,1,1,5,1386
286,EMP1286,Heidi,Smith,30.0,Inactive,2021-01-29,106616.97,Poor,False,Sales,Florida,0,0,0,5,1678
287,EMP1287,Heidi,Jones,35.0,Active,2024-02-17,73597.85,Poor,True,DevOps,New York,1,1,0,2,564
288,EMP1288,David,Smith,30.0,Inactive,2024-08-20,79939.23,Excellent,True,Sales,Nevada,0,1,3,5,379
289,EMP1289,Grace,Garcia,25.0,Inactive,2021-10-24,80642.648,Poor,False,Admin,New York,0,0,0,0,1410
290,EMP1290,Grace,Smith,30.0,Inactive,2021-09-10,90772.25,Average,False,Finance,California,0,0,1,3,1454
291,EMP1291,Eva,Williams,35.0,Active,2023-09-29,58275.74,Good,False,DevOps,New York,1,0,2,2,705
292,EMP1292,Grace,Smith,38.0,Pending,2020-08-28,94709.79,Excellent,False,DevOps,California,2,0,3,2,1832
293,EMP1293,Frank,Johnson,35.0,Active,2022-09-06,60722.99,Excellent,True,Admin,New York,1,1,3,0,1093
294,EMP1294,Frank,Johnson,40.0,Inactive,2024-03-31,87626.24,Good,True,DevOps,Illinois,0,1,2,2,521
295,EMP1295,David,Brown,30.0,Active,2022-12-12,81272.36,Poor,False,DevOps,Illinois,1,0,0,2,996
296,EMP1296,Bob,Miller,35.0,Pending,2022-11-01,64150.97,Good,True,Cloud Tech,Texas,2,1,2,1,1037
297,EMP1297,Charlie,Davis,35.0,Active,2023-10-25,64378.1,Poor,False,Sales,Florida,1,0,0,5,679
298,EMP1298,Bob,Jones,37.0,Inactive,2020-09-27,85927.35,Good,False,Finance,Texas,0,0,2,3,1802
299,EMP1299,Alice,Garcia,33.0,Inactive,2024-01-21,51523.93,Average,True,Finance,Nevada,0,1,1,3,591
300,EMP1300,Alice,Smith,30.0,Active,2022-05-17,74117.02,Poor,False,Sales,Texas,1,0,0,5,1205
301,EMP1301,Alice,Smith,25.0,Inactive,2022-04-17,62598.69,Average,True,Finance,Texas,0,1,1,3,1235
302,EMP1302,Grace,Williams,35.0,Inactive,2022-02-08,55617.5,Excellent,True,Finance,Florida,0,1,3,3,1303
303,EMP1303,Charlie,Miller,35.0,Pending,2022-03-15,87018.98,Good,True,Cloud Tech,New York,2,1,2,1,1268
304,EMP1304,David,Johnson,25.0,Inactive,2023-10-11,100336.58,Excellent,True,Cloud Tech,California,0,1,3,1,693
305,EMP1305,Grace,Jones,30.0,Inactive,2020-11-13,69295.48,Excellent,False,Admin,Florida,0,0,3,0,1755
306,EMP1306,Bob,Brown,25.0,Pending,2024-04-17,115536.66,Excellent,True,DevOps,Florida,2,1,3,2,504
307,EMP1307,David,Johnson,30.0,Pending,2020-03-09,81250.87,Excellent,False,Cloud Tech,Texas,2,0,3,1,2004
308,EMP1308,Alice,Garcia,30.0,Inactive,2022-06-17,66403.75,Good,False,DevOps,Texas,0,0,2,2,1174
309,EMP1309,Alice,Miller,30.0,Active,2024-07-28,114147.79,Excellent,False,Sales,California,1,0,3,5,402
310,EMP1310,Frank,Garcia,30.0,Pending,2022-12-03,65472.99,Good,False,HR,New York,2,0,2,4,1005
311,EMP1311,Alice,Davis,29.0,Active,2023-07-06,97512.51,Good,True,Sales,Nevada,1,1,2,5,790
312,EMP1312,Alice,Brown,35.0,Inactive,2024-05-28,86712.41,Average,True,DevOps,Nevada,0,1,1,2,463
313,EMP1313,Grace,Davis,30.0,Active,2024-03-25,87654.98,Poor,False,HR,Florida,1,0,0,4,527
314,EMP1314,David,Williams,35.0,Inactive,2020-04-28,89367.02,Poor,False,DevOps,New York,0,0,0,2,1954
315,EMP1315,Charlie,Garcia,40.0,Active,2021-11-07,95269.41,Good,True,Admin,California,1,1,2,0,1396
316,EMP1316,Frank,Williams,25.0,Active,2020-04-15,68792.31,Average,False,Sales,Nevada,1,0,1,5,1967
317,EMP1317,Alice,Smith,25.0,Pending,2023-10-07,89119.53,Good,True,Admin,Illinois,2,1,2,0,697
318,EMP1318,Frank,Davis,35.0,Active,2024-02-27,58212.13,Good,False,Cloud Tech,New York,1,0,2,1,554
319,EMP1319,Heidi,Miller,30.0,Pending,2021-02-22,77764.24,Good,True,DevOps,Illinois,2,1,2,2,1654
320,EMP1320,Frank,Garcia,35.0,Pending,2023-08-21,75148.17,Average,False,Finance,Florida,2,0,1,3,744
321,EMP1321,Heidi,Jones,40.0,Inactive,2024-04-08,108781.18,Poor,False,Cloud Tech,Nevada,0,0,0,1,513
322,EMP1322,Frank,Brown,35.0,Pending,2024-11-04,65489.19,Average,True,Finance,Texas,2,1,1,3,303
323,EMP1323,Eva,Johnson,30.0,Pending,2022-05-05,70663.46,Excellent,False,Sales,Illinois,2,0,3,5,1217
324,EMP1324,David,Miller,40.0,Inactive,2023-02-01,95822.56,Average,False,Sales,New York,0,0,1,5,945
325,EMP1325,Eva,Miller,40.0,Pending,2022-10-01,82258.03,Average,True,DevOps,Nevada,2,1,1,2,1068
326,EMP1326,Frank,Williams,30.0,Pending,2022-09-27,62883.34,Average,False,Admin,Nevada,2,0,1,0,1072
327,EMP1327,Alice,Davis,35.0,Pending,2020-04-09,103503.72,Average,True,Cloud Tech,Texas,2,1,1,1,1973
328,EMP1328,David,Garcia,25.0,Active,2021-03-23,85401.3,Poor,True,DevOps,New York,1,1,0,2,1625
329,EMP1329,Heidi,Garcia,40.0,Pending,2023-02-03,77700.88399999999,Excellent,False,Cloud Tech,Texas,2,0,3,1,943
330,EMP1330,Eva,Smith,31.0,Pending,2024-07-23,98850.14,Poor,False,HR,Texas,2,0,0,4,407
331,EMP1331,Charlie,Smith,25.0,Active,2021-05-08,63435.24,Poor,False,Cloud Tech,Illinois,1,0,0,1,1579
332,EMP1332,Frank,Brown,35.0,Inactive,2022-04-11,82129.84,Average,False,Finance,Texas,0,0,1,3,1241
333,EMP1333,David,Williams,35.0,Pending,2024-10-23,95492.61,Good,False,DevOps,Texas,2,0,2,2,315
334,EMP1334,Grace,Miller,40.0,Inactive,2020-04-24,94572.37,Good,False,Finance,Illinois,0,0,2,3,1958
335,EMP1335,Bob,Garcia,40.0,Inactive,2023-03-04,118413.05,Poor,False,Finance,Nevada,0,0,0,3,914
336,EMP1336,Alice,Jones,30.0,Pending,2022-08-31,68976.65,Poor,True,Admin,Nevada,2,1,0,0,1099
337,EMP1337,Eva,Williams,33.0,Active,2021-01-02,115013.65,Average,False,Sales,Nevada,1,0,1,5,1705
338,EMP1338,David,Brown,37.0,Inactive,2020-06-06,70949.38,Poor,True,Admin,Nevada,0,1,0,0,1915
339,EMP1339,Grace,Brown,33.0,Pending,2020-10-13,105334.87,Average,False,HR,Florida,2,0,1,4,1786
340,EMP1340,Bob,Williams,35.0,Active,2020-07-19,80596.18,Good,False,DevOps,California,1,0,2,2,1872
341,EMP1341,Frank,Brown,35.0,Inactive,2024-05-03,72846.37,Good,True,Sales,Illinois,0,1,2,5,488
342,EMP1342,Heidi,Williams,40.0,Pending,2022-02-07,80229.36,Excellent,False,Admin,California,2,0,3,0,1304
343,EMP1343,Grace,Johnson,25.0,Active,2023-12-31,55145.47,Good,False,Sales,California,1,0,2,5,612
344,EMP1344,Grace,Williams,30.0,Inactive,2022-01-08,95143.798,Poor,True,DevOps,Florida,0,1,0,2,1334
345,EMP1345,Eva,Davis,40.0,Active,2020-09-28,56110.81,Good,False,HR,California,1,0,2,4,1801
346,EMP1346,Grace,Williams,25.0,Inactive,2023-02-09,56514.5,Average,False,Cloud Tech,Texas,0,0,1,1,937
347,EMP1347,Frank,Brown,40.0,Inactive,2022-03-05,104541.84,Good,False,Cloud Tech,California,0,0,2,1,1278
348,EMP1348,David,Garcia,29.0,Pending,2022-02-18,61865.12,Excellent,True,Sales,New York,2,1,3,5,1293
349,EMP1349,Eva,Davis,40.0,Active,2022-06-09,69317.33,Good,False,Admin,Texas,1,0,2,0,1182
350,EMP1350,Bob,Brown,35.0,Pending,2023-07-04,84706.17,Average,False,HR,New York,2,0,1,4,792
351,EMP1351,Heidi,Smith,25.0,Active,2022-03-21,73255.21,Average,False,Admin,California,1,0,1,0,1262
352,EMP1352,Frank,Smith,40.0,Pending,2023-05-02,59528.71,Poor,False,HR,Florida,2,0,0,4,855
353,EMP1353,David,Garcia,40.0,Inactive,2021-10-15,70401.37,Good,True,HR,New York,0,1,2,4,1419
354,EMP1354,Heidi,Garcia,31.0,Inactive,2021-07-28,107154.62,Average,True,Admin,California,0,1,1,0,1498
355,EMP1355,Bob,Davis,33.0,Pending,2021-01-03,97719.88,Excellent,False,Admin,Illinois,2,0,3,0,1704
356,EMP1356,Heidi,Johnson,30.0,Pending,2020-05-21,107327.59,Poor,False,Finance,California,2,0,0,3,1931
357,EMP1357,Grace,Garcia,40.0,Inactive,2021-05-10,67687.72,Excellent,True,Admin,Nevada,0,1,3,0,1577
358,EMP1358,Grace,Smith,40.0,Pending,2022-09-08,90757.08,Good,True,Cloud Tech,Florida,2,1,2,1,1091
359,EMP1359,Grace,Williams,32.0,Pending,2024-07-21,87583.42,Good,False,Cloud Tech,California,2,0,2,1,409
360,EMP1360,Bob,Brown,25.0,Pending,2021-12-28,61643.69,Good,True,Admin,Nevada,2,1,2,0,1345
361,EMP1361,Grace,Smith,35.0,Active,2020-07-20,68111.69,Poor,False,Finance,Texas,1,0,0,3,1871
362,EMP1362,David,Smith,40.0,Inactive,2024-04-30,97568.88,Average,True,HR,Florida,0,1,1,4,491
363,EMP1363,Charlie,Johnson,35.0,Active,2021-08-28,79118.28,Poor,True,Cloud Tech,Florida,1,1,0,1,1467
364,EMP1364,Bob,Davis,30.0,Inactive,2022-07-21,104898.9,Excellent,True,HR,California,0,1,3,4,1140
365,EMP1365,Frank,Davis,40.0,Pending,2023-11-27,81671.3,Poor,True,Cloud Tech,Florida,2,1,0,1,646
366,EMP1366,Alice,Miller,25.0,Pending,2020-08-11,97399.75,Excellent,False,Cloud Tech,California,2,0,3,1,1849
367,EMP1367,David,Johnson,28.0,Active,2021-11-08,89189.43,Poor,True,Admin,Illinois,1,1,0,0,1395
368,EMP1368,David,Williams,40.0,Active,2023-08-04,96011.55,Average,True,DevOps,New York,1,1,1,2,761
369,EMP1369,David,Davis,40.0,Inactive,2020-01-10,99331.49,Excellent,False,Sales,Florida,0,0,3,5,2063
370,EMP1370,Bob,Brown,29.0,Active,2022-01-19,72818.94,Good,True,Cloud Tech,Illinois,1,1,2,1,1323
371,EMP1371,Eva,Garcia,40.0,Inactive,2023-05-07,77204.75,Good,True,Sales,Nevada,0,1,2,5,850
372,EMP1372,Bob,Johnson,35.0,Pending,2020-12-19,106961.68,Poor,False,HR,Florida,2,0,0,4,1719
373,EMP1373,Eva,Garcia,36.0,Pending,2020-10-01,71923.0,Good,True,Sales,Texas,2,1,2,5,1798
374,EMP1374,Bob,Smith,30.0,Active,2022-11-12,77192.43,Excellent,False,HR,Nevada,1,0,3,4,1026
375,EMP1375,Grace,Brown,40.0,Pending,2023-01-05,98540.3,Good,False,Admin,Florida,2,0,2,0,972
376,EMP1376,Charlie,Brown,38.0,Inactive,2020-10-14,63096.9,Average,False,Admin,Florida,0,0,1,0,1785
377,EMP1377,Alice,Smith,35.0,Active,2021-02-03,107065.12,Average,False,Cloud Tech,Florida,1,0,1,1,1673
378,EMP1378,Heidi,Johnson,40.0,Inactive,2023-12-25,108792.43,Poor,True,DevOps,Florida,0,1,0,2,618
379,EMP1379,Bob,Smith,34.0,Inactive,2020-03-07,69239.7,Excellent,False,Cloud Tech,New York,0,0,3,1,2006
380,EMP1380,Charlie,Garcia,40.0,Inactive,2023-01-30,85756.42,Average,True,Sales,Nevada,0,1,1,5,947
381,EMP1381,Eva,Miller,34.0,Active,2024-04-05,100328.62,Average,True,HR,Illinois,1,1,1,4,516
382,EMP1382,Grace,Brown,25.0,Active,2021-09-01,111236.69,Excellent,True,DevOps,Nevada,1,1,3,2,1463
383,EMP1383,Eva,Jones,35.0,Active,2024-05-07,106832.22,Good,True,Cloud Tech,Florida,1,1,2,1,484
384,EMP1384,Frank,Jones,31.0,Active,2023-06-15,59746.45,Good,True,DevOps,Florida,1,1,2,2,811
385,EMP1385,David,Garcia,25.0,Pending,2021-07-29,91780.04,Poor,True,Sales,California,2,1,0,5,1497
386,EMP1386,Eva,Williams,35.0,Pending,2023-10-23,107062.66,Good,True,Sales,California,2,1,2,5,681
387,EMP1387,Grace,Davis,25.0,Active,2023-12-07,110625.52,Excellent,True,HR,Nevada,1,1,3,4,636
388,EMP1388,Frank,Smith,30.0,Inactive,2020-10-18,90419.79,Average,True,DevOps,Florida,0,1,1,2,1781
389,EMP1389,Grace,Smith,40.0,Pending,2024-06-15,111608.76,Good,True,Finance,Texas,2,1,2,3,445
390,EMP1390,Eva,Williams,35.0,Inactive,2023-04-06,50173.12,Poor,False,Finance,Florida,0,0,0,3,881
391,EMP1391,Bob,Williams,40.0,Pending,2022-01-03,109507.44,Good,False,DevOps,Nevada,2,0,2,2,1339
392,EMP1392,Grace,Garcia,30.0,Inactive,2021-07-03,72600.56,Excellent,False,Finance,New York,0,0,3,3,1523
393,EMP1393,Charlie,Garcia,35.0,Pending,2024-04-10,53388.65,Poor,True,Finance,California,2,1,0,3,511
394,EMP1394,Heidi,Williams,25.0,Inactive,2022-07-23,50047.32,Good,False,Cloud Tech,New York,0,0,2,1,1138
395,EMP1395,David,Brown,30.0,Active,2024-11-25,115290.79,Poor,False,DevOps,California,1,0,0,2,282
396,EMP1396,Frank,Garcia,35.0,Pending,2023-08-21,61586.76,Excellent,False,Cloud Tech,California,2,0,3,1,744
397,EMP1397,Eva,Miller,30.0,Active,2023-12-12,56662.86,Average,True,Finance,Nevada,1,1,1,3,631
398,EMP1398,Bob,Garcia,30.0,Pending,2023-10-24,85890.752,Excellent,True,Sales,New York,2,1,3,5,680
399,EMP1399,Frank,Smith,25.0,Active,2022-09-05,54957.98,Excellent,True,Finance,Nevada,1,1,3,3,1094
400,EMP1400,Bob,Garcia,25.0,Inactive,2020-10-07,76790.47,Excellent,True,HR,California,0,1,3,4,1792
401,EMP1401,Charlie,Brown,30.0,Pending,2020-01-18,92722.35,Excellent,False,Cloud Tech,Illinois,2,0,3,1,2055
402,EMP1402,Frank,Williams,30.0,Active,2022-04-23,93125.32,Average,False,DevOps,Nevada,1,0,1,2,1229
403,EMP1403,David,Smith,25.0,Active,2023-04-22,101100.64,Average,False,Cloud Tech,New York,1,0,1,1,865
404,EMP1404,Grace,Garcia,35.0,Inactive,2023-08-13,55897.41,Poor,False,Admin,New York,0,0,0,0,752
405,EMP1405,Eva,Brown,25.0,Active,2022-11-26,92484.88,Good,True,DevOps,California,1,1,2,2,1012
406,EMP1406,Grace,Miller,35.0,Active,2022-10-10,77011.99,Average,True,DevOps,Texas,1,1,1,2,1059
407,EMP1407,Bob,Garcia,34.0,Inactive,2020-09-27,77078.68,Average,True,Cloud Tech,California,0,1,1,1,1802
408,EMP1408,Grace,Brown,35.0,Active,2024-04-11,82971.02,Good,False,Sales,Nevada,1,0,2,5,510
409,EMP1409,Bob,Miller,25.0,Active,2021-06-20,65102.01,Average,True,Sales,Texas,1,1,1,5,1536
410,EMP1410,Grace,Williams,36.0,Pending,2022-10-23,103697.7,Excellent,True,HR,Nevada,2,1,3,4,1046
411,EMP1411,Grace,Garcia,25.0,Pending,2023-06-15,60687.63,Excellent,False,DevOps,Illinois,2,0,3,2,811
412,EMP1412,Bob,Miller,29.0,Pending,2021-10-31,77351.21,Good,False,Admin,New York,2,0,2,0,1403
413,EMP1413,Bob,Smith,35.0,Pending,2024-09-29,66704.62,Poor,True,DevOps,Florida,2,1,0,2,339
414,EMP1414,Grace,Williams,25.0,Pending,2020-04-22,71650.3,Poor,True,Finance,Illinois,2,1,0,3,1960
415,EMP1415,Charlie,Smith,25.0,Active,2023-12-07,50794.54,Good,True,Cloud Tech,Nevada,1,1,2,1,636
416,EMP1416,Frank,Jones,35.0,Inactive,2020-12-07,76030.86,Good,True,Sales,Nevada,0,1,2,5,1731
417,EMP1417,Eva,Johnson,25.0,Inactive,2021-07-11,86669.79,Excellent,True,Cloud Tech,California,0,1,3,1,1515
418,EMP1418,Bob,Garcia,40.0,Inactive,2020-04-23,84972.7,Poor,True,Finance,Illinois,0,1,0,3,1959
419,EMP1419,Frank,Miller,30.0,Pending,2023-10-12,100594.49,Average,False,HR,Texas,2,0,1,4,692
420,EMP1420,Alice,Johnson,25.0,Active,2022-08-24,75478.35,Excellent,False,Cloud Tech,New York,1,0,3,1,1106
421,EMP1421,Charlie,Johnson,25.0,Pending,2023-09-04,79355.85,Good,False,Sales,Nevada,2,0,2,5,730
422,EMP1422,Grace,Miller,35.0,Pending,2022-02-02,58358.07,Poor,True,HR,Texas,2,1,0,4,1309
423,EMP1423,Alice,Williams,30.0,Active,2022-04-01,54824.85,Average,False,Admin,Illinois,1,0,1,0,1251
424,EMP1424,Eva,Garcia,35.0,Pending,2022-07-24,50557.84,Average,True,HR,Texas,2,1,1,4,1137
425,EMP1425,Eva,Jones,31.0,Inactive,2023-04-26,118030.04,Excellent,True,Admin,Florida,0,1,3,0,861
426,EMP1426,David,Smith,30.0,Active,2022-04-19,51673.72,Poor,False,Admin,New York,1,0,0,0,1233
427,EMP1427,Alice,Brown,35.0,Inactive,2024-10-04,101665.79,Poor,True,Cloud Tech,Nevada,0,1,0,1,334
428,EMP1428,David,Smith,34.0,Inactive,2020-05-02,118079.15,Good,True,Admin,Florida,0,1,2,0,1950
429,EMP1429,Eva,Brown,25.0,Pending,2022-04-25,99059.28,Poor,False,Cloud Tech,New York,2,0,0,1,1227
430,EMP1430,Bob,Smith,30.0,Active,2023-07-29,107397.4,Poor,False,Cloud Tech,Illinois,1,0,0,1,767
431,EMP1431,Alice,Miller,40.0,Active,2021-08-20,68269.37,Excellent,False,DevOps,New York,1,0,3,2,1475
432,EMP1432,Grace,Jones,35.0,Inactive,2021-04-23,55228.12,Poor,True,HR,Florida,0,1,0,4,1594
433,EMP1433,Bob,Garcia,30.0,Inactive,2022-08-12,71982.33,Average,False,Cloud Tech,New York,0,0,1,1,1118
434,EMP1434,Frank,Brown,30.0,Inactive,2021-06-26,109673.75,Excellent,False,Finance,California,0,0,3,3,1530
435,EMP1435,Eva,Garcia,39.0,Inactive,2020-10-30,56384.9,Excellent,True,Cloud Tech,New York,0,1,3,1,1769
436,EMP1436,Frank,Garcia,40.0,Pending,2021-09-04,68211.68,Good,False,Sales,Texas,2,0,2,5,1460
437,EMP1437,Alice,Garcia,40.0,Pending,2023-01-31,67489.68,Poor,False,Finance,Illinois,2,0,0,3,946
438,EMP1438,Charlie,Davis,25.0,Active,2020-09-24,63869.31,Good,False,Cloud Tech,Texas,1,0,2,1,1805
439,EMP1439,Bob,Williams,34.0,Active,2020-02-14,119801.3,Average,True,Sales,California,1,1,1,5,2028
440,EMP1440,Heidi,Smith,30.0,Active,2020-03-28,115959.65,Excellent,True,Cloud Tech,California,1,1,3,1,1985
441,EMP1441,Grace,Garcia,40.0,Inactive,2023-10-31,79866.48,Excellent,True,Finance,Texas,0,1,3,3,673
442,EMP1442,Charlie,Smith,35.0,Active,2020-03-11,92987.46,Excellent,True,HR,Florida,1,1,3,4,2002
443,EMP1443,Eva,Garcia,40.0,Inactive,2020-05-04,56140.51,Average,False,Finance,Illinois,0,0,1,3,1948
444,EMP1444,Grace,Brown,30.0,Active,2023-07-15,119586.11,Average,True,DevOps,Illinois,1,1,1,2,781
445,EMP1445,Alice,Williams,40.0,Inactive,2023-01-20,104700.46,Good,True,DevOps,California,0,1,2,2,957
446,EMP1446,Frank,Williams,40.0,Active,2021-10-15,91798.14,Good,False,HR,New York,1,0,2,4,1419
447,EMP1447,Eva,Miller,25.0,Inactive,2024-04-19,90879.22,Good,False,Finance,Illinois,0,0,2,3,502
448,EMP1448,Charlie,Davis,25.0,Active,2021-06-29,87358.27,Poor,False,Admin,Nevada,1,0,0,0,1527
449,EMP1449,Alice,Miller,30.0,Inactive,2024-09-14,119407.93,Excellent,True,Sales,Florida,0,1,3,5,354
450,EMP1450,David,Miller,29.0,Pending,2022-01-04,113978.6,Excellent,True,HR,Nevada,2,1,3,4,1338
451,EMP1451,Frank,Miller,35.0,Pending,2021-01-20,108568.78,Good,True,Sales,New York,2,1,2,5,1687
452,EMP1452,Heidi,Miller,36.0,Inactive,2020-03-18,56318.02,Excellent,False,HR,New York,0,0,3,4,1995
